order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
order_00000075,3,prod_00000235,sell_00000075,2024-01-20 00:59:05,229.16,26.0
order_00000075,4,prod_00000235,sell_00000079,2024-01-17 00:59:05,366.42,46.41
order_00000076,1,prod_00000205,sell_00000045,2024-12-27 09:28:36,159.97,7.87
order_00000077,1,prod_00000727,sell_00000174,2025-12-03 19:27:43,57.93,6.9
order_00000078,1,prod_00000342,sell_00000100,2024-01-16 04:31:11,63.53,2.0
order_00000078,2,prod_00000790,sell_00000042,2024-01-21 04:31:11,44.77,2.46
order_00000079,1,prod_00000747,sell_00000224,2024-01-07 16:12:34,58.44,9.69
order_00000080,1,prod_00000717,sell_00000011,2024-09-07 18:56:29,56.93,7.36
order_00000081,1,prod_00000359,sell_00000135,2025-11-14 00:39:06,151.71,20.54
order_00000082,1,prod_00000751,sell_00000154,2025-08-27 23:38:43,29.15,1.59
order_00000082,2,prod_00000656,sell_00000011,2025-08-29 23:38:43,28.54,3.34
order_00000082,3,prod_00000003,sell_00000168,2025-09-01 23:38:43,88.74,5.23
order_00000083,1,prod_00000519,sell_00000002,2025-02-10 04:51:26,248.72,40.5
order_00000083,2,prod_00000274,sell_00000228,2025-02-12 04:51:26,34.26,5.33
order_00000084,1,prod_00000008,sell_00000228,2025-12-07 08:44:27,70.82,6.54
order_00000084,2,prod_00000704,sell_00000078,2025-12-07 08:44:27,13.13,2.35
order_00000085,1,prod_00000022,sell_00000070,2024-02-05 09:13:52,50.99,5.58
order_00000086,1,prod_00000443,sell_00000163,2025-05-15 17:40:52,17.77,0.54
order_00000087,1,prod_00000513,sell_00000130,2024-11-11 14:42:55,138.44,15.28
order_00000087,2,prod_00000027,sell_00000029,2024-11-08 14:42:55,15.34,0.55
order_00000088,1,prod_00000660,sell_00000152,2025-11-21 07:01:55,239.84,29.3
order_00000088,2,prod_00000478,sell_00000021,2025-11-23 07:01:55,72.31,4.9
order_00000088,3,prod_00000632,sell_00000128,2025-11-25 07:01:55,40.79,5.58
order_00000089,1,prod_00000142,sell_00000022,2024-01-14 13:13:57,29.09,3.78
order_00000090,1,prod_00000679,sell_00000220,2024-02-27 02:59:14,283.12,9.98
order_00000091,1,prod_00000615,sell_00000222,2024-09-20 00:23:14,56.65,9.46
order_00000091,2,prod_00000310,sell_00000157,2024-09-19 00:23:14,51.29,2.74
order_00000092,1,prod_00000236,sell_00000086,2024-06-26 03:37:39,21.39,1.36
order_00000093,1,prod_00000536,sell_00000246,2025-11-16 12:53:05,82.09,7.78
order_00000094,1,prod_00000461,sell_00000104,2024-02-26 12:10:10,94.39,5.42
order_00000095,1,prod_00000165,sell_00000130,2025-01-11 21:43:15,45.25,7.84
order_00000095,2,prod_00000211,sell_00000210,2025-01-08 21:43:15,69.16,3.69
order_00000096,1,prod_00000185,sell_00000116,2025-03-11 19:33:56,48.46,5.24
order_00000097,1,prod_00000140,sell_00000001,2025-01-09 01:27:56,81.59,12.93
order_00000097,2,prod_00000649,sell_00000055,2025-01-12 01:27:56,70.34,7.11
order_00000097,3,prod_00000275,sell_00000208,2025-01-08 01:27:56,95.99,5.99
order_00000097,4,prod_00000048,sell_00000200,2025-01-07 01:27:56,7.96,0.62
order_00000098,1,prod_00000387,sell_00000192,2025-03-07 01:22:38,82.07,12.81
order_00000099,1,prod_00000434,sell_00000097,2024-06-28 12:59:46,29.24,4.58
order_00000100,1,prod_00000568,sell_00000109,2024-03-03 01:22:30,12.08,1.69
order_00000100,2,prod_00000474,sell_00000220,2024-03-01 01:22:30,49.42,3.36
order_00000101,1,prod_00000281,sell_00000181,2025-01-28 14:11:57,26.38,3.93
order_00000101,2,prod_00000242,sell_00000213,2025-01-29 14:11:57,102.99,18.42
order_00000101,3,prod_00000661,sell_00000193,2025-02-01 14:11:57,36.09,6.25
order_00000102,1,prod_00000362,sell_00000193,2024-05-20 16:01:40,125.32,8.88
order_00000103,1,prod_00000066,sell_00000221,2025-11-03 02:50:29,100.37,4.84
order_00000104,1,prod_00000435,sell_00000088,2025-02-21 21:30:11,20.12,2.67
order_00000105,1,prod_00000146,sell_00000198,2025-11-23 01:17:13,76.6,12.56
order_00000105,2,prod_00000145,sell_00000168,2025-11-27 01:17:13,14.6,1.17
order_00000105,3,prod_00000459,sell_00000006,2025-11-23 01:17:13,35.6,5.8
order_00000106,1,prod_00000078,sell_00000223,2024-08-13 02:16:06,19.07,1.6
order_00000106,2,prod_00000535,sell_00000244,2024-08-14 02:16:06,45.76,7.2
order_00000107,1,prod_00000616,sell_00000125,2024-07-31 05:39:48,27.39,4.1
order_00000107,2,prod_00000579,sell_00000219,2024-08-04 05:39:48,69.62,12.49
order_00000108,1,prod_00000602,sell_00000123,2024-08-30 23:25:34,214.66,25.48
order_00000109,1,prod_00000648,sell_00000215,2024-07-21 05:02:12,196.94,9.75
order_00000109,2,prod_00000298,sell_00000177,2024-07-23 05:02:12,48.82,7.98
order_00000110,1,prod_00000398,sell_00000186,2025-12-24 22:31:45,24.99,3.38
order_00000111,1,prod_00000371,sell_00000122,2024-05-15 01:20:09,32.61,2.2
order_00000112,1,prod_00000161,sell_00000052,2025-04-22 01:17:09,101.68,17.32
order_00000112,2,prod_00000072,sell_00000119,2025-04-22 01:17:09,9.14,0.55
order_00000113,1,prod_00000009,sell_00000249,2025-11-14 11:10:39,40.19,6.86
order_00000113,2,prod_00000063,sell_00000127,2025-11-12 11:10:39,220.97,31.24
order_00000114,1,prod_00000116,sell_00000029,2025-06-28 22:58:39,17.9,1.58
order_00000114,2,prod_00000312,sell_00000221,2025-06-26 22:58:39,158.22,6.03
order_00000115,1,prod_00000334,sell_00000228,2024-05-24 17:53:33,73.33,7.75
order_00000116,1,prod_00000289,sell_00000013,2024-01-28 12:21:50,133.8,22.65
order_00000117,1,prod_00000569,sell_00000024,2024-10-23 20:25:45,34.16,1.81
order_00000118,1,prod_00000233,sell_00000112,2024-05-01 22:29:36,33.44,5.12
order_00000119,1,prod_00000470,sell_00000156,2024-03-04 18:59:40,36.11,3.68
order_00000120,1,prod_00000033,sell_00000079,2024-01-29 03:26:32,71.23,7.84
order_00000121,1,prod_00000551,sell_00000100,2025-02-12 03:13:12,129.19,7.47
order_00000121,2,prod_00000223,sell_00000217,2025-02-11 03:13:12,95.54,15.34
order_00000121,3,prod_00000434,sell_00000017,2025-02-07 03:13:12,105.3,14.8
order_00000121,4,prod_00000793,sell_00000248,2025-02-08 03:13:12,73.45,12.84
order_00000122,1,prod_00000065,sell_00000199,2024-10-01 05:31:30,62.96,5.32
order_00000123,1,prod_00000535,sell_00000172,2024-04-28 19:09:37,10.32,1.33
order_00000123,2,prod_00000508,sell_00000023,2024-04-29 19:09:37,123.53,10.91
order_00000124,1,prod_00000355,sell_00000159,2025-08-07 10:45:10,64.53,4.48
order_00000125,1,prod_00000369,sell_00000195,2025-04-03 05:02:21,76.32,10.12
order_00000126,1,prod_00000755,sell_00000157,2025-02-05 22:44:31,111.77,5.46
order_00000127,1,prod_00000424,sell_00000146,2025-10-27 20:27:24,10.09,1.02
order_00000127,2,prod_00000671,sell_00000227,2025-10-29 20:27:24,111.42,19.16
order_00000128,1,prod_00000226,sell_00000068,2025-07-21 19:07:58,70.19,8.45
order_00000128,2,prod_00000729,sell_00000126,2025-07-18 19:07:58,38.53,6.0
order_00000128,3,prod_00000069,sell_00000189,2025-07-22 19:07:58,56.76,8.95
order_00000129,1,prod_00000205,sell_00000195,2024-07-16 21:36:02,30.07,1.74
order_00000130,1,prod_00000055,sell_00000239,2025-12-25 19:24:00,27.04,4.55
order_00000131,1,prod_00000223,sell_00000025,2025-12-19 07:10:30,75.75,9.94
order_00000132,1,prod_00000681,sell_00000150,2024-09-15 16:33:11,13.23,1.62
order_00000133,1,prod_00000337,sell_00000062,2024-07-02 10:55:37,63.33,11.18
order_00000134,1,prod_00000797,sell_00000141,2024-01-16 10:11:23,55.42,6.02
order_00000135,1,prod_00000214,sell_00000210,2024-06-21 15:39:27,87.84,13.39
order_00000136,1,prod_00000294,sell_00000057,2024-02-08 22:54:22,88.51,10.42
order_00000137,1,prod_00000548,sell_00000040,2024-02-29 21:52:25,74.67,8.24
order_00000138,1,prod_00000109,sell_00000202,2024-02-06 00:49:38,30.2,2.9
order_00000138,2,prod_00000581,sell_00000166,2024-02-08 00:49:38,70.32,3.37
order_00000138,3,prod_00000277,sell_00000079,2024-02-08 00:49:38,29.67,3.97
order_00000139,1,prod_00000039,sell_00000232,2025-04-05 03:37:52,102.82,7.16
order_00000140,1,prod_00000069,sell_00000076,2026-01-01 04:04:36,40.58,2.7
order_00000140,2,prod_00000684,sell_00000228,2026-01-01 04:04:36,19.62,2.29
order_00000141,1,prod_00000680,sell_00000236,2024-11-08 10:00:56,263.09,45.0
order_00000141,2,prod_00000431,sell_00000032,2024-11-07 10:00:56,139.27,8.56
order_00000142,1,prod_00000388,sell_00000052,2024-07-02 12:41:05,105.71,6.02
order_00000143,1,prod_00000407,sell_00000139,2024-12-21 10:29:42,24.5,1.71
order_00000144,1,prod_00000052,sell_00000002,2024-03-31 00:29:46,12.07,1.33
order_00000144,2,prod_00000611,sell_00000177,2024-03-31 00:29:46,25.87,2.77
order_00000145,1,prod_00000273,sell_00000075,2024-08-22 04:18:34,91.89,14.89
order_00000146,1,prod_00000597,sell_00000149,2024-05-18 03:02:45,89.42,8.44
order_00000147,1,prod_00000261,sell_00000127,2025-01-07 21:28:10,94.53,14.5
order_00000147,2,prod_00000401,sell_00000203,2025-01-06 21:28:10,180.05,14.05
order_00000148,1,prod_00000668,sell_00000089,2025-08-31 15:44:05,22.47,3.93
order_00000149,1,prod_00000566,sell_00000195,2025-07-25 17:21:17,124.92,16.92
order_00000150,1,prod_00000022,sell_00000137,2025-12-31 18:39:59,31.84,2.77
order_00000150,2,prod_00000236,sell_00000224,2026-01-04 18:39:59,19.48,1.22
order_00000150,3,prod_00000771,sell_00000067,2026-01-03 18:39:59,28.69,3.25
order_00000150,4,prod_00000683,sell_00000054,2026-01-03 18:39:59,12.82,1.25
order_00000151,1,prod_00000586,sell_00000082,2024-07-26 10:10:03,60.54,8.23
order_00000152,1,prod_00000225,sell_00000096,2025-04-17 04:09:40,30.56,4.86
order_00000153,1,prod_00000485,sell_00000136,2025-04-25 15:17:58,34.9,2.46
order_00000154,1,prod_00000711,sell_00000199,2024-11-12 02:17:34,32.21,5.14
order_00000154,2,prod_00000714,sell_00000056,2024-11-11 02:17:34,47.84,6.96
order_00000155,1,prod_00000105,sell_00000180,2025-08-18 09:12:38,31.74,4.99
order_00000156,1,prod_00000428,sell_00000004,2025-04-08 09:38:56,186.88,27.49
order_00000156,2,prod_00000579,sell_00000101,2025-04-12 09:38:56,83.84,6.36
order_00000156,3,prod_00000710,sell_00000134,2025-04-10 09:38:56,124.58,11.28
order_00000156,4,prod_00000542,sell_00000152,2025-04-09 09:38:56,149.56,20.28
order_00000157,1,prod_00000182,sell_00000013,2024-07-04 06:01:07,40.2,5.66
order_00000157,2,prod_00000143,sell_00000125,2024-06-30 06:01:07,42.1,3.32
order_00000158,1,prod_00000556,sell_00000106,2025-10-13 04:37:44,152.61,24.54
order_00000159,1,prod_00000730,sell_00000010,2025-08-14 07:22:19,28.91,1.0
order_00000159,2,prod_00000083,sell_00000101,2025-08-15 07:22:19,78.68,3.38
order_00000160,1,prod_00000061,sell_00000236,2024-04-12 16:45:16,467.74,34.36
order_00000161,1,prod_00000453,sell_00000096,2025-11-01 22:59:04,35.86,4.66
order_00000161,2,prod_00000491,sell_00000183,2025-11-04 22:59:04,42.63,5.82
order_00000162,1,prod_00000529,sell_00000039,2025-05-25 20:21:25,132.35,5.68
order_00000163,1,prod_00000065,sell_00000240,2024-12-28 09:02:54,32.94,2.99
order_00000163,2,prod_00000737,sell_00000031,2024-12-31 09:02:54,79.17,7.11
order_00000163,3,prod_00000392,sell_00000143,2024-12-30 09:02:54,29.61,5.12
order_00000164,1,prod_00000193,sell_00000126,2024-01-21 02:05:30,20.01,2.4
order_00000165,1,prod_00000549,sell_00000141,2024-03-31 02:51:35,77.0,10.27
order_00000165,2,prod_00000211,sell_00000017,2024-03-29 02:51:35,43.06,6.66
order_00000165,3,prod_00000551,sell_00000085,2024-03-30 02:51:35,40.72,3.55
order_00000166,1,prod_00000052,sell_00000083,2025-01-27 00:43:39,28.27,4.76
order_00000166,2,prod_00000024,sell_00000134,2025-01-24 00:43:39,265.21,11.9
order_00000166,3,prod_00000152,sell_00000035,2025-01-25 00:43:39,69.84,8.84
order_00000167,1,prod_00000305,sell_00000123,2025-06-09 01:09:31,37.02,4.77
order_00000168,1,prod_00000425,sell_00000019,2024-10-18 00:44:29,96.77,7.34
order_00000169,1,prod_00000444,sell_00000181,2024-04-30 01:45:30,27.88,3.89
order_00000169,2,prod_00000654,sell_00000006,2024-04-27 01:45:30,35.25,5.68
order_00000169,3,prod_00000733,sell_00000007,2024-05-02 01:45:30,53.14,5.28
order_00000170,1,prod_00000206,sell_00000179,2025-12-17 07:05:13,32.34,3.91
order_00000170,2,prod_00000238,sell_00000233,2025-12-13 07:05:13,141.27,14.03
order_00000171,1,prod_00000448,sell_00000141,2025-11-09 02:49:58,70.39,2.44
order_00000172,1,prod_00000181,sell_00000102,2024-09-11 09:33:50,23.47,1.0
order_00000173,1,prod_00000691,sell_00000071,2025-12-12 02:47:11,9.0,0.32
order_00000173,2,prod_00000125,sell_00000124,2025-12-13 02:47:11,225.43,18.4
order_00000173,3,prod_00000789,sell_00000220,2025-12-13 02:47:11,99.76,5.77
order_00000174,1,prod_00000276,sell_00000152,2024-07-19 05:27:17,34.84,2.7
order_00000175,1,prod_00000318,sell_00000246,2025-12-05 07:21:17,62.3,11.04
order_00000176,1,prod_00000128,sell_00000162,2025-11-17 00:31:27,24.91,3.21
order_00000177,1,prod_00000086,sell_00000081,2024-03-10 00:43:00,109.63,5.45
order_00000178,1,prod_00000614,sell_00000202,2024-05-10 18:28:31,135.1,16.59
order_00000178,2,prod_00000265,sell_00000215,2024-05-08 18:28:31,22.12,0.84
order_00000178,3,prod_00000651,sell_00000080,2024-05-06 18:28:31,84.21,5.09
order_00000179,1,prod_00000209,sell_00000112,2025-08-13 19:58:44,18.77,0.93
order_00000180,1,prod_00000459,sell_00000147,2025-05-05 22:23:03,40.33,6.43
order_00000181,1,prod_00000319,sell_00000200,2024-01-12 10:05:26,19.61,1.75
order_00000182,1,prod_00000105,sell_00000160,2025-04-15 18:27:38,47.37,4.59
order_00000183,1,prod_00000578,sell_00000135,2025-10-12 04:32:11,214.13,31.92
order_00000184,1,prod_00000375,sell_00000073,2025-03-30 02:36:39,136.57,14.07
order_00000184,2,prod_00000326,sell_00000101,2025-03-31 02:36:39,124.24,16.59
order_00000184,3,prod_00000389,sell_00000229,2025-03-29 02:36:39,36.29,1.23
order_00000185,1,prod_00000456,sell_00000148,2024-04-29 01:20:01,256.49,13.83
order_00000185,2,prod_00000014,sell_00000242,2024-04-28 01:20:01,45.09,6.77
order_00000185,3,prod_00000559,sell_00000049,2024-05-03 01:20:01,22.49,4.04
order_00000185,4,prod_00000293,sell_00000138,2024-04-30 01:20:01,16.2,2.76
order_00000186,1,prod_00000457,sell_00000119,2024-01-09 03:31:21,69.37,2.7
order_00000186,2,prod_00000240,sell_00000152,2024-01-12 03:31:21,13.17,0.66
order_00000187,1,prod_00000286,sell_00000004,2025-05-26 05:07:14,57.56,9.89
order_00000188,1,prod_00000355,sell_00000198,2025-09-06 19:35:24,30.6,4.26
order_00000188,2,prod_00000775,sell_00000165,2025-09-07 19:35:24,26.35,2.25
order_00000188,3,prod_00000109,sell_00000079,2025-09-08 19:35:24,51.34,1.81
order_00000188,4,prod_00000289,sell_00000185,2025-09-05 19:35:24,48.12,7.21
order_00000189,1,prod_00000590,sell_00000034,2024-02-19 20:20:08,47.04,2.86
order_00000190,1,prod_00000651,sell_00000195,2024-06-15 15:49:24,16.98,1.93
order_00000191,1,prod_00000241,sell_00000165,2025-05-25 05:13:05,13.2,1.49
order_00000192,1,prod_00000739,sell_00000074,2024-06-07 19:50:42,107.18,10.07
order_00000193,1,prod_00000292,sell_00000245,2024-09-11 10:59:13,33.52,5.21
order_00000194,1,prod_00000081,sell_00000051,2024-11-05 09:05:51,68.65,2.21
order_00000195,1,prod_00000585,sell_00000001,2025-07-21 02:21:41,25.58,2.55
order_00000196,1,prod_00000259,sell_00000065,2024-10-24 22:31:40,65.81,11.42
order_00000197,1,prod_00000308,sell_00000206,2024-02-07 07:39:19,21.16,1.79
order_00000198,1,prod_00000319,sell_00000217,2025-09-12 02:20:40,25.66,4.52
order_00000198,2,prod_00000159,sell_00000157,2025-09-10 02:20:40,38.53,4.18
order_00000199,1,prod_00000758,sell_00000083,2025-08-07 17:20:26,87.32,3.16
order_00000200,1,prod_00000491,sell_00000205,2024-02-20 22:51:12,28.91,4.31
order_00000201,1,prod_00000713,sell_00000067,2024-12-22 06:52:59,25.16,4.42
order_00000202,1,prod_00000180,sell_00000047,2025-12-13 09:40:37,47.02,4.27
order_00000203,1,prod_00000214,sell_00000103,2024-01-18 08:28:30,46.9,7.89
order_00000204,1,prod_00000119,sell_00000139,2024-04-21 12:33:31,32.77,3.8
order_00000205,1,prod_00000604,sell_00000159,2024-10-04 00:25:45,51.24,2.65
order_00000206,1,prod_00000454,sell_00000111,2025-04-08 21:01:35,31.09,2.72
order_00000206,2,prod_00000751,sell_00000203,2025-04-10 21:01:35,81.95,6.83
order_00000207,1,prod_00000682,sell_00000204,2025-05-01 19:04:27,50.41,1.99
order_00000207,2,prod_00000357,sell_00000236,2025-05-04 19:04:27,51.13,2.73
order_00000208,1,prod_00000294,sell_00000015,2025-09-19 18:59:29,74.67,8.46
order_00000209,1,prod_00000775,sell_00000048,2024-04-21 19:35:39,61.04,4.41
order_00000209,2,prod_00000469,sell_00000154,2024-04-26 19:35:39,24.32,3.06
order_00000210,1,prod_00000103,sell_00000168,2025-03-06 04:15:21,27.96,2.0
order_00000211,1,prod_00000548,sell_00000076,2025-07-28 20:46:16,30.88,3.56
order_00000211,2,prod_00000552,sell_00000085,2025-07-28 20:46:16,66.94,8.39
order_00000212,1,prod_00000007,sell_00000010,2024-01-25 08:42:35,92.13,13.21
