customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
cust_00000044,uniq_00000044,62581,guarulhos,SP
cust_00000045,uniq_00000045,18675,contagem,MG
cust_00000046,uniq_00000046,84341,campinas,SP
cust_00000047,uniq_00000047,37869,guarulhos,SP
cust_00000048,uniq_00000048,75435,pelotas,RS
cust_00000049,uniq_00000049,94259,sao bernardo do campo,SP
cust_00000050,uniq_00000050,28726,caxias do sul,RS
cust_00000051,uniq_00000051,28301,guarulhos,SP
cust_00000052,uniq_00000052,83579,belem,PA
cust_00000053,uniq_00000053,86622,contagem,MG
cust_00000054,uniq_00000054,86484,nova iguacu,RJ
cust_00000055,uniq_00000055,57447,jaboatao dos guararapes,PE
cust_00000056,uniq_00000056,28131,campinas,SP
cust_00000057,uniq_00000057,21915,jaboatao dos guararapes,PE
cust_00000058,uniq_00000058,24371,belo horizonte,MG
cust_00000059,uniq_00000059,92240,campinas,SP
cust_00000060,uniq_00000060,99192,campinas,SP
cust_00000061,uniq_00000061,88172,caxias do sul,RS
cust_00000062,uniq_00000062,60432,porto alegre,RS
cust_00000063,uniq_00000063,88104,londrina,PR
cust_00000064,uniq_00000064,79352,juiz de fora,MG
cust_00000065,uniq_00000065,82512,guarulhos,SP
cust_00000066,uniq_00000066,99166,natal,RN
cust_00000067,uniq_00000067,99353,belo horizonte,MG
cust_00000068,uniq_00000068,94012,contagem,MG
cust_00000069,uniq_00000069,24621,caxias do sul,RS
cust_00000070,uniq_00000070,66985,vila velha,ES
cust_00000071,uniq_00000071,69470,sao luis,MA
cust_00000072,uniq_00000072,44522,brasilia,DF
cust_00000073,uniq_00000073,76542,niteroi,RJ
cust_00000074,uniq_00000074,91959,belo horizonte,MG
cust_00000075,uniq_00000075,93748,teresina,PI
cust_00000076,uniq_00000076,30032,goiania,GO
cust_00000077,uniq_00000077,31174,caxias do sul,RS
cust_00000078,uniq_00000078,79514,blumenau,SC
cust_00000079,uniq_00000079,88504,fortaleza,CE
cust_00000080,uniq_00000080,74042,joinville,SC
cust_00000081,uniq_00000081,24662,florianopolis,SC
cust_00000082,uniq_00000082,50306,guarulhos,SP
cust_00000083,uniq_00000083,17592,campinas,SP
cust_00000084,uniq_00000084,84364,campinas,SP
cust_00000085,uniq_00000085,21226,sao paulo,SP
cust_00000086,uniq_00000086,19071,sao bernardo do campo,SP
cust_00000087,uniq_00000087,26483,santo andre,SP
cust_00000088,uniq_00000088,96474,campinas,SP
cust_00000089,uniq_00000089,82063,juiz de fora,MG
cust_00000090,uniq_00000090,44741,florianopolis,SC
cust_00000091,uniq_00000091,89507,santo andre,SP
cust_00000092,uniq_00000092,37760,sao bernardo do campo,SP
cust_00000093,uniq_00000093,36365,santo andre,SP
cust_00000094,uniq_00000094,62296,contagem,MG
cust_00000095,uniq_00000095,67422,contagem,MG
cust_00000096,uniq_00000096,69177,santo andre,SP
cust_00000097,uniq_00000097,42493,sao paulo,SP
cust_00000098,uniq_00000098,18392,campinas,SP
cust_00000099,uniq_00000099,12757,contagem,MG
cust_00000100,uniq_00000100,82603,santo andre,SP
cust_00000101,uniq_00000101,87128,brasilia,DF
cust_00000102,uniq_00000102,10942,campinas,SP
cust_00000103,uniq_00000103,92719,belo horizonte,MG
cust_00000104,uniq_00000104,40007,sao paulo,SP
cust_00000105,uniq_00000105,14117,rio de janeiro,RJ
cust_00000106,uniq_00000106,19287,campo grande,MS
cust_00000107,uniq_00000107,41195,santo andre,SP
cust_00000108,uniq_00000108,97684,guarulhos,SP
cust_00000109,uniq_00000109,38080,aparecida de goiania,GO
cust_00000110,uniq_00000110,27342,santo andre,SP
cust_00000111,uniq_00000111,84847,blumenau,SC
cust_00000112,uniq_00000112,71953,santo andre,SP
cust_00000113,uniq_00000113,71993,belem,PA
cust_00000114,uniq_00000114,34957,londrina,PR
cust_00000115,uniq_00000115,22704,recife,PE
cust_00000116,uniq_00000116,56438,sao bernardo do campo,SP
cust_00000117,uniq_00000117,63883,sao bernardo do campo,SP
cust_00000118,uniq_00000118,17100,cuiaba,MT
cust_00000119,uniq_00000119,17944,rio de janeiro,RJ
cust_00000120,uniq_00000120,54473,caxias do sul,RS
cust_00000121,uniq_00000121,42591,florianopolis,SC
cust_00000122,uniq_00000122,34931,campinas,SP
cust_00000123,uniq_00000123,28373,jaboatao dos guararapes,PE
cust_00000124,uniq_00000124,34050,sao bernardo do campo,SP
cust_00000125,uniq_00000125,70637,guarulhos,SP
cust_00000126,uniq_00000126,19880,campinas,SP
cust_00000127,uniq_00000127,82132,sao bernardo do campo,SP
cust_00000128,uniq_00000128,16630,salvador,BA
cust_00000129,uniq_00000129,11934,santo andre,SP
cust_00000130,uniq_00000130,40982,sao paulo,SP
cust_00000131,uniq_00000131,63269,niteroi,RJ
cust_00000132,uniq_00000132,73092,londrina,PR
cust_00000133,uniq_00000133,62565,campinas,SP
cust_00000134,uniq_00000134,31579,sao paulo,SP
cust_00000135,uniq_00000135,10282,porto velho,RO
cust_00000136,uniq_00000136,44760,sao luis,MA
cust_00000137,uniq_00000137,47388,caxias do sul,RS
cust_00000138,uniq_00000138,82845,juiz de fora,MG
cust_00000139,uniq_00000139,30289,juiz de fora,MG
cust_00000140,uniq_00000140,48890,niteroi,RJ
cust_00000141,uniq_00000141,17665,campinas,SP
cust_00000142,uniq_00000142,81066,santo andre,SP
cust_00000143,uniq_00000143,51104,sao paulo,SP
cust_00000144,uniq_00000144,16572,vitoria,ES
cust_00000145,uniq_00000145,72493,vitoria da conquista,BA
cust_00000146,uniq_00000146,17455,natal,RN
cust_00000147,uniq_00000147,34356,rio de janeiro,RJ
cust_00000148,uniq_00000148,87992,sao paulo,SP
cust_00000149,uniq_00000149,98501,boa vista,RR
cust_00000150,uniq_00000150,62923,curitiba,PR
cust_00000151,uniq_00000151,84668,sao paulo,SP
cust_00000152,uniq_00000152,85880,campinas,SP
cust_00000153,uniq_00000153,15209,santo andre,SP
cust_00000154,uniq_00000154,64948,rio de janeiro,RJ
cust_00000155,uniq_00000155,44179,brasilia,DF
cust_00000156,uniq_00000156,97782,goiania,GO
cust_00000157,uniq_00000157,41285,guarulhos,SP
cust_00000158,uniq_00000158,61876,caxias do sul,RS
cust_00000159,uniq_00000159,98039,campinas,SP
cust_00000160,uniq_00000160,69929,guarulhos,SP
cust_00000161,uniq_00000161,19508,guarulhos,SP
cust_00000162,uniq_00000162,70068,sao paulo,SP
cust_00000163,uniq_00000163,19602,cuiaba,MT
cust_00000164,uniq_00000164,76307,niteroi,RJ
cust_00000165,uniq_00000165,27361,guarulhos,SP
cust_00000166,uniq_00000166,19016,guarulhos,SP
cust_00000167,uniq_00000167,58434,campinas,SP
cust_00000168,uniq_00000168,30676,contagem,MG
cust_00000169,uniq_00000169,81200,sao bernardo do campo,SP
cust_00000170,uniq_00000170,90173,guarulhos,SP
cust_00000171,uniq_00000171,11025,santo andre,SP
cust_00000172,uniq_00000172,49240,santo andre,SP
cust_00000173,uniq_00000173,27601,sao paulo,SP
cust_00000174,uniq_00000174,25129,joinville,SC
cust_00000175,uniq_00000175,82512,sao paulo,SP
cust_00000176,uniq_00000176,45697,uberlandia,MG
cust_00000177,uniq_00000177,89276,londrina,PR
cust_00000178,uniq_00000178,54942,niteroi,RJ
cust_00000179,uniq_00000179,93130,niteroi,RJ
cust_00000180,uniq_00000180,76244,guarulhos,SP
cust_00000181,uniq_00000181,42914,sao bernardo do campo,SP
cust_00000182,uniq_00000182,22097,sao paulo,SP
cust_00000183,uniq_00000183,65518,pelotas,RS
cust_00000184,uniq_00000184,15778,guarulhos,SP
cust_00000185,uniq_00000185,53719,curitiba,PR
cust_00000186,uniq_00000186,93507,campinas,SP
cust_00000187,uniq_00000187,31178,contagem,MG
cust_00000188,uniq_00000188,82309,sao bernardo do campo,SP
cust_00000189,uniq_00000189,83519,sao bernardo do campo,SP
cust_00000190,uniq_00000190,24663,sao paulo,SP
cust_00000191,uniq_00000191,29536,maceio,AL
cust_00000192,uniq_00000192,58393,sao luis,MA
cust_00000193,uniq_00000193,82420,santo andre,SP
cust_00000194,uniq_00000194,66333,belem,PA
cust_00000195,uniq_00000195,15482,campinas,SP
cust_00000196,uniq_00000196,57795,guarulhos,SP
cust_00000197,uniq_00000197,56898,sao paulo,SP
cust_00000198,uniq_00000198,99399,campinas,SP
cust_00000199,uniq_00000199,97416,niteroi,RJ
cust_00000200,uniq_00000200,56357,sao paulo,SP
cust_00000201,uniq_00000201,63264,pelotas,RS
cust_00000202,uniq_00000202,41029,niteroi,RJ
cust_00000203,uniq_00000203,33206,belem,PA
cust_00000204,uniq_00000204,13248,vila velha,ES
cust_00000205,uniq_00000205,53540,salvador,BA
cust_00000206,uniq_00000206,97806,sao bernardo do campo,SP
cust_00000207,uniq_00000207,42527,vitoria da conquista,BA
cust_00000208,uniq_00000208,30866,guarulhos,SP
cust_00000209,uniq_00000209,24168,vitoria da conquista,BA
cust_00000210,uniq_00000210,15075,nova iguacu,RJ
cust_00000211,uniq_00000211,39154,nova iguacu,RJ
cust_00000212,uniq_00000212,70332,campinas,SP
cust_00000213,uniq_00000213,50001,contagem,MG
cust_00000214,uniq_00000214,39219,campinas,SP
cust_00000215,uniq_00000215,96511,rio de janeiro,RJ
cust_00000216,uniq_00000216,62227,campinas,SP
cust_00000217,uniq_00000217,46517,londrina,PR
cust_00000218,uniq_00000218,46585,curitiba,PR
cust_00000219,uniq_00000219,94080,feira de santana,BA
cust_00000220,uniq_00000220,62386,blumenau,SC
cust_00000221,uniq_00000221,80282,pelotas,RS
cust_00000222,uniq_00000222,13617,caxias do sul,RS
cust_00000223,uniq_00000223,44237,sao paulo,SP
cust_00000224,uniq_00000224,86099,niteroi,RJ
cust_00000225,uniq_00000225,15014,contagem,MG
cust_00000226,uniq_00000226,88193,porto alegre,RS
cust_00000227,uniq_00000227,55309,sao bernardo do campo,SP
cust_00000228,uniq_00000228,67199,guarulhos,SP
cust_00000229,uniq_00000229,60488,belem,PA
cust_00000230,uniq_00000230,43386,aracaju,SE
cust_00000231,uniq_00000231,67154,sao paulo,SP
cust_00000232,uniq_00000232,78146,florianopolis,SC
cust_00000233,uniq_00000233,57739,fortaleza,CE
cust_00000234,uniq_00000234,19171,londrina,PR
cust_00000235,uniq_00000235,91678,duque de caxias,RJ
cust_00000236,uniq_00000236,96951,duque de caxias,RJ
cust_00000237,uniq_00000237,49363,sao paulo,SP
cust_00000238,uniq_00000238,50538,santo andre,SP
cust_00000239,uniq_00000239,52753,campo grande,MS
cust_00000240,uniq_00000240,48752,sao bernardo do campo,SP
cust_00000241,uniq_00000241,35144,uberlandia,MG
cust_00000242,uniq_00000242,97153,sao bernardo do campo,SP
cust_00000243,uniq_00000243,98777,sao bernardo do campo,SP
cust_00000244,uniq_00000244,90676,uberlandia,MG
cust_00000245,uniq_00000245,63225,duque de caxias,RJ
cust_00000246,uniq_00000246,10053,santo andre,SP
cust_00000247,uniq_00000247,47606,cuiaba,MT
cust_00000248,uniq_00000248,66346,uberlandia,MG
cust_00000249,uniq_00000249,89516,santo andre,SP
cust_00000250,uniq_00000250,70946,guarulhos,SP
cust_00000251,uniq_00000251,67954,caxias do sul,RS
cust_00000252,uniq_00000252,77000,uberlandia,MG
cust_00000253,uniq_00000253,32241,sao bernardo do campo,SP
cust_00000254,uniq_00000254,21114,vitoria da conquista,BA
cust_00000255,uniq_00000255,77561,guarulhos,SP
cust_00000256,uniq_00000256,53933,santo andre,SP
cust_00000257,uniq_00000257,40784,recife,PE
cust_00000258,uniq_00000258,39444,guarulhos,SP
cust_00000259,uniq_00000259,29313,campinas,SP
cust_00000260,uniq_00000260,16057,rio de janeiro,RJ
cust_00000261,uniq_00000261,72277,cuiaba,MT
cust_00000262,uniq_00000262,69692,goiania,GO
cust_00000263,uniq_00000263,92544,joinville,SC
cust_00000264,uniq_00000264,35485,santo andre,SP
cust_00000265,uniq_00000265,74799,sao bernardo do campo,SP
cust_00000266,uniq_00000266,41979,maceio,AL
cust_00000267,uniq_00000267,95990,campinas,SP
cust_00000268,uniq_00000268,23970,sao paulo,SP
cust_00000269,uniq_00000269,38683,feira de santana,BA
cust_00000270,uniq_00000270,77889,uberlandia,MG
cust_00000271,uniq_00000271,16582,caucaia,CE
cust_00000272,uniq_00000272,25906,niteroi,RJ
cust_00000273,uniq_00000273,27477,juiz de fora,MG
cust_00000274,uniq_00000274,97500,sao bernardo do campo,SP
cust_00000275,uniq_00000275,83259,santo andre,SP
cust_00000276,uniq_00000276,68008,contagem,MG
cust_00000277,uniq_00000277,76162,santo andre,SP
cust_00000278,uniq_00000278,81810,nova iguacu,RJ
cust_00000279,uniq_00000279,30861,londrina,PR
cust_00000280,uniq_00000280,72216,pelotas,RS
cust_00000281,uniq_00000281,43972,feira de santana,BA
cust_00000282,uniq_00000282,93579,campinas,SP
cust_00000283,uniq_00000283,78327,guarulhos,SP
cust_00000284,uniq_00000284,92149,sao bernardo do campo,SP
cust_00000285,uniq_00000285,45992,curitiba,PR
cust_00000286,uniq_00000286,20155,caxias do sul,RS
cust_00000287,uniq_00000287,40735,duque de caxias,RJ
cust_00000288,uniq_00000288,54020,guarulhos,SP
cust_00000289,uniq_00000289,80798,guarulhos,SP
cust_00000290,uniq_00000290,28136,belem,PA
cust_00000291,uniq_00000291,40311,salvador,BA
cust_00000292,uniq_00000292,30028,sao bernardo do campo,SP
cust_00000293,uniq_00000293,18418,campinas,SP
cust_00000294,uniq_00000294,63424,sao bernardo do campo,SP
cust_00000295,uniq_00000295,81121,guarulhos,SP
cust_00000296,uniq_00000296,64496,sao bernardo do campo,SP
cust_00000297,uniq_00000297,37110,belo horizonte,MG
cust_00000298,uniq_00000298,61049,vila velha,ES
cust_00000299,uniq_00000299,12560,santo andre,SP
cust_00000300,uniq_00000300,72518,aparecida de goiania,GO
cust_00000301,uniq_00000301,56105,curitiba,PR
cust_00000302,uniq_00000302,61116,guarulhos,SP
cust_00000303,uniq_00000303,80545,sao bernardo do campo,SP
cust_00000304,uniq_00000304,89069,santo andre,SP
cust_00000305,uniq_00000305,73993,cuiaba,MT
cust_00000306,uniq_00000306,45774,cuiaba,MT
cust_00000307,uniq_00000307,73654,sao bernardo do campo,SP
cust_00000308,uniq_00000308,60968,belo horizonte,MG
cust_00000309,uniq_00000309,97670,guarulhos,SP
cust_00000310,uniq_00000310,62994,blumenau,SC
cust_00000311,uniq_00000311,71261,sao luis,MA
cust_00000312,uniq_00000312,91560,porto alegre,RS
cust_00000313,uniq_00000313,13534,santo andre,SP
cust_00000314,uniq_00000314,87580,juiz de fora,MG
cust_00000315,uniq_00000315,21003,goiania,GO
cust_00000316,uniq_00000316,27786,jaboatao dos guararapes,PE
cust_00000317,uniq_00000317,33819,nova iguacu,RJ
cust_00000318,uniq_00000318,44099,sao paulo,SP
cust_00000319,uniq_00000319,52906,nova iguacu,RJ
cust_00000320,uniq_00000320,69598,brasilia,DF
cust_00000321,uniq_00000321,54236,contagem,MG
cust_00000322,uniq_00000322,46471,caxias do sul,RS
cust_00000323,uniq_00000323,43065,aparecida de goiania,GO
cust_00000324,uniq_00000324,71644,brasilia,DF
cust_00000325,uniq_00000325,80702,salvador,BA
cust_00000326,uniq_00000326,55870,belo horizonte,MG
cust_00000327,uniq_00000327,95215,goiania,GO
cust_00000328,uniq_00000328,95426,sao paulo,SP
cust_00000329,uniq_00000329,14067,salvador,BA
cust_00000330,uniq_00000330,36130,campinas,SP
cust_00000331,uniq_00000331,91439,maceio,AL
cust_00000332,uniq_00000332,41266,uberlandia,MG
cust_00000333,uniq_00000333,72070,campinas,SP
cust_00000334,uniq_00000334,83920,sao luis,MA
cust_00000335,uniq_00000335,70952,belem,PA
cust_00000336,uniq_00000336,58351,guarulhos,SP
cust_00000337,uniq_00000337,89415,uberlandia,MG
cust_00000338,uniq_00000338,25012,santo andre,SP
cust_00000339,uniq_00000339,50768,campinas,SP
cust_00000340,uniq_00000340,85849,porto alegre,RS
cust_00000341,uniq_00000341,50888,manaus,AM
cust_00000342,uniq_00000342,98781,santo andre,SP
cust_00000343,uniq_00000343,61990,sao bernardo do campo,SP
cust_00000344,uniq_00000344,19961,uberlandia,MG
cust_00000345,uniq_00000345,92213,serra,ES
cust_00000346,uniq_00000346,23356,campinas,SP
cust_00000347,uniq_00000347,99687,guarulhos,SP
cust_00000348,uniq_00000348,84177,brasilia,DF
cust_00000349,uniq_00000349,55508,sao paulo,SP
cust_00000350,uniq_00000350,66148,maringa,PR
cust_00000351,uniq_00000351,19038,contagem,MG
cust_00000352,uniq_00000352,94874,blumenau,SC
cust_00000353,uniq_00000353,11658,guarulhos,SP
cust_00000354,uniq_00000354,74251,sao bernardo do campo,SP
cust_00000355,uniq_00000355,66822,belo horizonte,MG
cust_00000356,uniq_00000356,93307,guarulhos,SP
cust_00000357,uniq_00000357,30052,sao bernardo do campo,SP
cust_00000358,uniq_00000358,33086,juiz de fora,MG
cust_00000359,uniq_00000359,90728,brasilia,DF
cust_00000360,uniq_00000360,73372,santo andre,SP
cust_00000361,uniq_00000361,67091,caxias do sul,RS
cust_00000362,uniq_00000362,45179,santo andre,SP
cust_00000363,uniq_00000363,42177,guarulhos,SP
cust_00000364,uniq_00000364,46559,belo horizonte,MG
cust_00000365,uniq_00000365,41963,sao bernardo do campo,SP
cust_00000366,uniq_00000366,84691,sao bernardo do campo,SP
cust_00000367,uniq_00000367,54092,aparecida de goiania,GO
cust_00000368,uniq_00000368,74789,sao paulo,SP
cust_00000369,uniq_00000369,33834,feira de santana,BA
cust_00000370,uniq_00000370,37802,nova iguacu,RJ
cust_00000371,uniq_00000371,43862,guarulhos,SP
cust_00000372,uniq_00000372,46655,aparecida de goiania,GO
cust_00000373,uniq_00000373,46211,blumenau,SC
cust_00000374,uniq_00000374,77715,rio de janeiro,RJ
cust_00000375,uniq_00000375,21221,rio branco,AC
cust_00000376,uniq_00000376,63271,campinas,SP
cust_00000377,uniq_00000377,82768,sao bernardo do campo,SP
cust_00000378,uniq_00000378,72402,goiania,GO
cust_00000379,uniq_00000379,68743,sao bernardo do campo,SP
cust_00000380,uniq_00000380,22196,aracaju,SE
cust_00000381,uniq_00000381,39045,londrina,PR
cust_00000382,uniq_00000382,41890,jaboatao dos guararapes,PE
cust_00000383,uniq_00000383,97026,contagem,MG
cust_00000384,uniq_00000384,58368,maringa,PR
cust_00000385,uniq_00000385,82544,caucaia,CE
cust_00000386,uniq_00000386,65771,natal,RN
cust_00000387,uniq_00000387,56112,duque de caxias,RJ
cust_00000388,uniq_00000388,45509,nova iguacu,RJ
cust_00000389,uniq_00000389,42951,contagem,MG
cust_00000390,uniq_00000390,25814,sao luis,MA
cust_00000391,uniq_00000391,51359,campinas,SP
cust_00000392,uniq_00000392,80236,natal,RN
cust_00000393,uniq_00000393,35105,campinas,SP
cust_00000394,uniq_00000394,73464,campinas,SP
cust_00000395,uniq_00000395,87278,guarulhos,SP
cust_00000396,uniq_00000396,88222,santo andre,SP
cust_00000397,uniq_00000397,23176,duque de caxias,RJ
cust_00000398,uniq_00000398,48829,uberlandia,MG
cust_00000399,uniq_00000399,57301,campinas,SP
cust_00000400,uniq_00000400,49618,niteroi,RJ
cust_00000401,uniq_00000401,80010,vitoria,ES
cust_00000402,uniq_00000402,45954,campinas,SP
cust_00000403,uniq_00000403,17146,goiania,GO
cust_00000404,uniq_00000404,26551,duque de caxias,RJ
cust_00000405,uniq_00000405,23446,sao bernardo do campo,SP
cust_00000406,uniq_00000406,85243,sao paulo,SP
cust_00000407,uniq_00000407,71524,duque de caxias,RJ
cust_00000408,uniq_00000408,67733,caxias do sul,RS
cust_00000409,uniq_00000409,34164,contagem,MG
cust_00000410,uniq_00000410,43092,sao paulo,SP
cust_00000411,uniq_00000411,24953,caxias do sul,RS
cust_00000412,uniq_00000412,62521,sao paulo,SP
cust_00000413,uniq_00000413,19710,juiz de fora,MG
cust_00000414,uniq_00000414,29887,goiania,GO
cust_00000415,uniq_00000415,83772,curitiba,PR
cust_00000416,uniq_00000416,21164,guarulhos,SP
cust_00000417,uniq_00000417,25525,curitiba,PR
cust_00000418,uniq_00000418,64548,vitoria da conquista,BA
cust_00000419,uniq_00000419,88135,santo andre,SP
cust_00000420,uniq_00000420,39581,santo andre,SP
cust_00000421,uniq_00000421,69049,nova iguacu,RJ
cust_00000422,uniq_00000422,48974,sao bernardo do campo,SP
cust_00000423,uniq_00000423,50026,juiz de fora,MG
cust_00000424,uniq_00000424,91399,santo andre,SP
cust_00000425,uniq_00000425,89905,rio de janeiro,RJ
cust_00000426,uniq_00000426,37235,belo horizonte,MG
cust_00000427,uniq_00000427,37659,maringa,PR
cust_00000428,uniq_00000428,96563,campo grande,MS
cust_00000429,uniq_00000429,30585,belem,PA
cust_00000430,uniq_00000430,32782,niteroi,RJ
cust_00000431,uniq_00000431,19838,santo andre,SP
cust_00000432,uniq_00000432,10350,campinas,SP
cust_00000433,uniq_00000433,69048,sao bernardo do campo,SP
cust_00000434,uniq_00000434,71592,santo andre,SP
cust_00000435,uniq_00000435,14278,duque de caxias,RJ
cust_00000436,uniq_00000436,47762,uberlandia,MG
cust_00000437,uniq_00000437,69510,duque de caxias,RJ
cust_00000438,uniq_00000438,40595,cuiaba,MT
cust_00000439,uniq_00000439,91927,aparecida de goiania,GO
cust_00000440,uniq_00000440,65723,uberlandia,MG
cust_00000441,uniq_00000441,81376,recife,PE
cust_00000442,uniq_00000442,94886,florianopolis,SC
cust_00000443,uniq_00000443,44816,campinas,SP
cust_00000444,uniq_00000444,19359,uberlandia,MG
cust_00000445,uniq_00000445,31747,sao paulo,SP
cust_00000446,uniq_00000446,87993,guarulhos,SP
cust_00000447,uniq_00000447,67560,duque de caxias,RJ
cust_00000448,uniq_00000448,71433,belo horizonte,MG
cust_00000449,uniq_00000449,62757,guarulhos,SP
cust_00000450,uniq_00000450,75597,duque de caxias,RJ
cust_00000451,uniq_00000451,67377,teresina,PI
cust_00000452,uniq_00000452,88385,sao paulo,SP
cust_00000453,uniq_00000453,66626,sao paulo,SP
cust_00000454,uniq_00000454,89129,guarulhos,SP
cust_00000455,uniq_00000455,13390,duque de caxias,RJ
cust_00000456,uniq_00000456,40005,rio de janeiro,RJ
cust_00000457,uniq_00000457,85392,pelotas,RS
cust_00000458,uniq_00000458,98117,rio de janeiro,RJ
cust_00000459,uniq_00000459,85529,campo grande,MS
cust_00000460,uniq_00000460,32962,sao paulo,SP
cust_00000461,uniq_00000461,78021,nova iguacu,RJ
cust_00000462,uniq_00000462,46458,juiz de fora,MG
cust_00000463,uniq_00000463,86720,campinas,SP
cust_00000464,uniq_00000464,93202,nova iguacu,RJ
cust_00000465,uniq_00000465,21959,londrina,PR
cust_00000466,uniq_00000466,55607,joinville,SC
cust_00000467,uniq_00000467,53687,sao bernardo do campo,SP
cust_00000468,uniq_00000468,97835,guarulhos,SP
cust_00000469,uniq_00000469,31079,rio de janeiro,RJ
cust_00000470,uniq_00000470,63955,porto velho,RO
cust_00000471,uniq_00000471,47777,ananindeua,PA
cust_00000472,uniq_00000472,82102,sao bernardo do campo,SP
cust_00000473,uniq_00000473,69614,sao paulo,SP
cust_00000474,uniq_00000474,51224,sao paulo,SP
cust_00000475,uniq_00000475,52372,natal,RN
cust_00000476,uniq_00000476,62976,sao paulo,SP
cust_00000477,uniq_00000477,10150,maringa,PR
cust_00000478,uniq_00000478,70552,santo andre,SP
cust_00000479,uniq_00000479,17104,sao bernardo do campo,SP
cust_00000480,uniq_00000480,77952,sao luis,MA
cust_00000481,uniq_00000481,91609,duque de caxias,RJ
cust_00000482,uniq_00000482,91973,juiz de fora,MG
cust_00000483,uniq_00000483,16764,juiz de fora,MG
cust_00000484,uniq_00000484,45003,campinas,SP
cust_00000485,uniq_00000485,27172,santo andre,SP
cust_00000486,uniq_00000486,67424,caxias do sul,RS
cust_00000487,uniq_00000487,25915,rio branco,AC
cust_00000488,uniq_00000488,92578,sao paulo,SP
cust_00000489,uniq_00000489,30758,niteroi,RJ
cust_00000490,uniq_00000490,82199,guarulhos,SP
cust_00000491,uniq_00000491,82384,curitiba,PR
cust_00000492,uniq_00000492,22217,sao bernardo do campo,SP
cust_00000493,uniq_00000493,24871,campinas,SP
cust_00000494,uniq_00000494,25396,sao bernardo do campo,SP
cust_00000495,uniq_00000495,75323,niteroi,RJ
cust_00000496,uniq_00000496,76698,guarulhos,SP
cust_00000497,uniq_00000497,64459,guarulhos,SP
cust_00000498,uniq_00000498,71894,sao bernardo do campo,SP
cust_00000499,uniq_00000499,69871,florianopolis,SC
cust_00000500,uniq_00000500,28958,pelotas,RS
cust_00000501,uniq_00000501,34983,feira de santana,BA
cust_00000502,uniq_00000502,19150,uberlandia,MG
cust_00000503,uniq_00000503,64387,contagem,MG
cust_00000504,uniq_00000504,76550,guarulhos,SP
cust_00000505,uniq_00000505,10336,caxias do sul,RS
cust_00000506,uniq_00000506,49132,guarulhos,SP
cust_00000507,uniq_00000507,86011,santo andre,SP
cust_00000508,uniq_00000508,29476,juiz de fora,MG
cust_00000509,uniq_00000509,80592,sao bernardo do campo,SP
cust_00000510,uniq_00000510,55236,sao bernardo do campo,SP
cust_00000511,uniq_00000511,82340,guarulhos,SP
cust_00000512,uniq_00000512,69682,juiz de fora,MG
cust_00000513,uniq_00000513,34727,duque de caxias,RJ
