product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
prod_00000180,esporte_lazer,23,1577,5,999,81,43,17
prod_00000181,perfumaria,20,1257,3,3613,88,56,38
prod_00000182,moveis_escritorio,77,988,1,1007,47,14,58
prod_00000183,cool_stuff,69,1342,2,308,15,10,56
prod_00000184,esporte_lazer,34,540,3,1346,35,35,6
prod_00000185,papelaria,47,1136,2,942,84,17,55
prod_00000186,brinquedos,43,2204,5,4404,28,59,17
prod_00000187,relogios_presentes,24,2191,1,4064,49,30,49
prod_00000188,utilidades_domesticas,24,1344,1,964,53,10,5
prod_00000189,moveis_escritorio,44,2931,4,1479,24,38,21
prod_00000190,beleza_saude,22,392,1,1814,47,5,11
prod_00000191,bebes,45,1175,3,1488,64,18,17
prod_00000192,relogios_presentes,39,2749,3,1174,21,14,10
prod_00000193,brinquedos,69,261,3,1142,61,45,23
prod_00000194,bebes,25,997,1,636,19,14,54
prod_00000195,informatica_acessorios,29,812,4,3960,33,23,37
prod_00000196,perfumaria,23,653,4,4197,62,38,46
prod_00000197,fashion_bolsas_e_acessorios,21,2689,1,1147,51,38,44
prod_00000198,esporte_lazer,43,839,2,2092,70,23,50
prod_00000199,papelaria,65,1701,5,1954,63,52,20
prod_00000200,relogios_presentes,36,2538,4,5163,63,16,19
prod_00000201,moveis_decoracao,47,1626,2,1488,65,35,56
prod_00000202,beleza_saude,28,2411,3,1077,77,35,42
prod_00000203,relogios_presentes,22,198,3,1096,52,33,14
prod_00000204,cama_mesa_banho,31,913,4,2362,56,28,30
prod_00000205,construcao_ferramentas_construcao,22,1582,2,1960,59,40,17
prod_00000206,telefonia,48,2057,3,512,93,9,24
prod_00000207,fashion_bolsas_e_acessorios,33,1488,5,407,33,19,55
prod_00000208,bebes,20,1081,2,659,99,18,45
prod_00000209,esporte_lazer,27,1434,2,1968,30,14,29
prod_00000210,moveis_escritorio,75,1417,1,2650,55,8,8
prod_00000211,brinquedos,49,2085,5,5471,52,40,25
prod_00000212,fashion_bolsas_e_acessorios,79,1336,5,1810,11,13,59
prod_00000213,moveis_escritorio,76,2192,2,17673,57,46,45
prod_00000214,papelaria,30,1212,2,13163,44,42,7
prod_00000215,cama_mesa_banho,78,198,2,937,95,12,19
prod_00000216,beleza_saude,64,1322,3,5600,86,52,33
prod_00000217,cool_stuff,60,1805,5,1864,84,13,42
prod_00000218,beleza_saude,59,2155,4,293,28,38,36
prod_00000219,cool_stuff,68,563,4,11713,91,18,34
prod_00000220,beleza_saude,21,2096,3,2576,40,19,24
prod_00000221,bebes,24,2243,2,4462,99,41,49
prod_00000222,informatica_acessorios,47,2149,4,4962,57,49,59
prod_00000223,relogios_presentes,48,1671,2,397,27,53,12
prod_00000224,pet_shop,77,626,1,6562,73,38,22
prod_00000225,papelaria,61,429,3,3485,53,21,17
prod_00000226,moveis_escritorio,71,543,2,594,43,35,27
prod_00000227,moveis_decoracao,26,969,1,2787,21,49,16
prod_00000228,construcao_ferramentas_construcao,38,492,2,975,50,14,16
prod_00000229,telefonia,34,1090,4,6577,13,40,59
prod_00000230,esporte_lazer,20,349,4,6454,48,42,48
prod_00000231,beleza_saude,70,991,5,480,35,50,40
prod_00000232,moveis_decoracao,24,196,1,1972,78,30,45
prod_00000233,fashion_bolsas_e_acessorios,70,2648,5,10692,85,9,6
prod_00000234,cama_mesa_banho,78,935,3,2411,22,48,6
prod_00000235,fashion_bolsas_e_acessorios,45,1650,1,2588,19,26,44
prod_00000236,agro_industria_e_comercio,44,688,5,470,54,31,44
prod_00000237,beleza_saude,69,801,1,1265,54,39,22
prod_00000238,telefonia,61,1628,5,1503,35,57,48
prod_00000239,moveis_decoracao,51,1866,4,6761,48,47,36
prod_00000240,cama_mesa_banho,32,1330,2,1112,87,25,51
prod_00000241,utilidades_domesticas,43,116,2,596,21,20,8
prod_00000242,beleza_saude,44,2821,4,156,40,29,43
prod_00000243,brinquedos,29,891,1,12501,34,32,40
prod_00000244,informatica_acessorios,37,2665,2,2725,57,23,54
prod_00000245,papelaria,25,2737,3,3901,57,5,48
prod_00000246,agro_industria_e_comercio,49,1378,3,1257,80,50,41
prod_00000247,utilidades_domesticas,69,1186,1,392,16,13,8
prod_00000248,construcao_ferramentas_construcao,44,1769,2,648,77,36,6
prod_00000249,esporte_lazer,65,2213,2,4086,36,58,43
prod_00000250,informatica_acessorios,63,2121,2,1293,93,25,27
prod_00000251,informatica_acessorios,49,1340,3,2666,81,23,45
prod_00000252,fashion_bolsas_e_acessorios,45,1151,4,412,57,14,49
prod_00000253,agro_industria_e_comercio,28,522,4,1085,28,23,16
prod_00000254,agro_industria_e_comercio,32,839,1,373,48,34,9
prod_00000255,telefonia,36,501,3,772,30,26,43
prod_00000256,esporte_lazer,69,605,1,2254,67,47,56
prod_00000257,relogios_presentes,56,1171,1,3228,28,50,7
prod_00000258,eletronicos,21,1179,5,7013,88,26,45
prod_00000259,cool_stuff,46,1434,5,2135,41,49,23
prod_00000260,bebes,47,1279,2,1506,95,57,30
prod_00000261,cool_stuff,63,1754,1,1038,91,11,24
prod_00000262,informatica_acessorios,57,2222,4,1893,96,16,44
prod_00000263,construcao_ferramentas_construcao,22,1253,4,3823,57,56,28
prod_00000264,moveis_escritorio,48,1618,2,567,50,45,52
prod_00000265,moveis_decoracao,30,2170,4,322,76,16,34
prod_00000266,cool_stuff,50,954,1,182,84,39,8
prod_00000267,relogios_presentes,48,960,1,596,17,42,21
prod_00000268,beleza_saude,38,2850,1,1267,12,6,39
prod_00000269,construcao_ferramentas_construcao,60,2590,5,648,68,54,25
prod_00000270,utilidades_domesticas,31,575,5,1121,58,25,56
prod_00000271,cool_stuff,73,1546,1,2445,58,46,40
prod_00000272,esporte_lazer,41,2045,2,1068,85,51,12
prod_00000273,informatica_acessorios,73,364,3,2053,63,25,35
prod_00000274,automotivo,67,1319,4,9895,99,33,9
prod_00000275,moveis_decoracao,30,768,5,3432,88,10,52
prod_00000276,eletronicos,34,1870,4,6232,11,48,20
prod_00000277,utilidades_domesticas,38,2117,1,8763,87,28,32
prod_00000278,perfumaria,67,2755,5,2670,38,33,52
prod_00000279,moveis_escritorio,42,2430,3,1948,16,53,58
prod_00000280,utilidades_domesticas,64,2471,2,5205,35,27,13
prod_00000281,papelaria,56,2667,5,1667,23,11,11
prod_00000282,telefonia,28,2918,1,2930,99,32,49
prod_00000283,construcao_ferramentas_construcao,33,1750,2,6290,11,15,21
prod_00000284,beleza_saude,53,1782,2,617,97,33,52
prod_00000285,moveis_decoracao,66,683,2,669,88,5,32
prod_00000286,informatica_acessorios,68,2385,2,1097,58,9,35
prod_00000287,agro_industria_e_comercio,56,1458,4,62,78,32,37
prod_00000288,bebes,30,2702,2,374,82,51,44
prod_00000289,utilidades_domesticas,49,2419,3,2623,56,56,34
prod_00000290,cama_mesa_banho,64,2668,1,875,61,22,31
prod_00000291,fashion_bolsas_e_acessorios,37,1475,2,615,58,36,57
prod_00000292,esporte_lazer,67,2448,4,1044,97,29,50
prod_00000293,cama_mesa_banho,70,1825,3,997,90,50,46
prod_00000294,cama_mesa_banho,64,2521,4,1418,33,6,47
prod_00000295,utilidades_domesticas,53,416,5,632,22,37,11
prod_00000296,esporte_lazer,51,362,2,832,22,28,32
prod_00000297,construcao_ferramentas_construcao,51,206,2,224,10,47,54
prod_00000298,brinquedos,61,194,2,4889,25,43,19
prod_00000299,eletronicos,52,2234,5,1060,26,29,46
prod_00000300,fashion_bolsas_e_acessorios,25,1832,5,797,13,54,46
prod_00000301,moveis_decoracao,22,751,1,8336,36,47,54
prod_00000302,relogios_presentes,32,2691,4,3523,33,58,22
prod_00000303,moveis_decoracao,69,2577,1,4835,96,29,41
prod_00000304,automotivo,46,996,5,618,34,24,6
prod_00000305,pet_shop,74,2674,4,4155,22,54,56
prod_00000306,papelaria,73,1777,2,7531,40,18,33
prod_00000307,eletronicos,72,1491,3,1592,47,46,12
prod_00000308,telefonia,67,1190,2,715,25,35,58
prod_00000309,utilidades_domesticas,77,2431,4,1060,19,55,49
prod_00000310,agro_industria_e_comercio,37,914,4,8542,75,50,39
prod_00000311,beleza_saude,73,2559,4,360,40,37,27
prod_00000312,agro_industria_e_comercio,79,2828,1,863,32,52,31
prod_00000313,utilidades_domesticas,44,515,3,11527,97,7,16
prod_00000314,fashion_bolsas_e_acessorios,54,178,1,1370,80,9,44
prod_00000315,agro_industria_e_comercio,40,2771,3,1683,66,51,11
prod_00000316,esporte_lazer,56,1850,3,3593,42,44,39
prod_00000317,brinquedos,53,2977,4,1213,28,47,9
prod_00000318,perfumaria,48,1115,2,2547,22,33,9
prod_00000319,eletronicos,77,1181,3,3259,85,17,26
prod_00000320,cama_mesa_banho,59,2290,5,4203,62,56,5
prod_00000321,moveis_escritorio,30,1949,3,2480,49,26,39
prod_00000322,telefonia,79,2902,4,14804,17,9,46
prod_00000323,relogios_presentes,73,2259,4,1983,26,42,13
prod_00000324,informatica_acessorios,29,2359,2,4149,34,20,40
prod_00000325,pet_shop,53,1843,1,590,12,27,15
prod_00000326,informatica_acessorios,67,1013,1,3837,78,28,33
prod_00000327,agro_industria_e_comercio,48,2527,2,1004,76,6,29
prod_00000328,perfumaria,38,2571,2,3175,63,49,59
prod_00000329,moveis_escritorio,71,2708,3,1170,78,42,8
prod_00000330,pet_shop,36,737,5,1640,31,15,38
prod_00000331,telefonia,68,242,2,3939,19,42,36
prod_00000332,papelaria,72,2690,5,1853,34,43,6
prod_00000333,relogios_presentes,57,1804,2,1670,49,47,29
prod_00000334,automotivo,55,2291,1,1109,22,34,9
prod_00000335,beleza_saude,37,689,5,1385,41,11,12
prod_00000336,relogios_presentes,69,2090,4,1144,94,45,25
prod_00000337,informatica_acessorios,44,141,3,2265,42,24,29
prod_00000338,moveis_decoracao,45,715,4,3878,77,19,55
prod_00000339,fashion_bolsas_e_acessorios,25,1832,5,4548,91,32,39
prod_00000340,fashion_bolsas_e_acessorios,78,1849,2,4219,35,46,26
prod_00000341,utilidades_domesticas,66,580,5,4009,87,35,14
prod_00000342,utilidades_domesticas,70,315,5,751,43,27,29
prod_00000343,beleza_saude,26,1206,1,675,86,7,57
prod_00000344,beleza_saude,47,1033,3,1352,76,8,9
prod_00000345,perfumaria,69,2157,4,1544,73,58,7
prod_00000346,brinquedos,46,2709,2,2037,47,45,46
prod_00000347,relogios_presentes,66,1772,3,2247,80,35,28
prod_00000348,eletronicos,45,1921,2,1020,70,23,55
prod_00000349,automotivo,57,2720,2,4086,32,50,53
prod_00000350,cool_stuff,49,2111,1,118,92,46,52
prod_00000351,agro_industria_e_comercio,20,457,1,142,69,9,50
prod_00000352,papelaria,61,2248,1,938,76,19,8
prod_00000353,beleza_saude,64,1143,1,2197,32,41,51
prod_00000354,informatica_acessorios,27,1424,1,444,14,50,19
prod_00000355,beleza_saude,40,2273,1,2836,26,54,11
prod_00000356,moveis_escritorio,73,1501,2,1596,16,44,49
prod_00000357,utilidades_domesticas,78,2645,3,4746,64,5,58
prod_00000358,utilidades_domesticas,51,779,5,1091,30,28,54
prod_00000359,cama_mesa_banho,36,1746,4,627,18,39,24
prod_00000360,fashion_bolsas_e_acessorios,38,757,4,14061,97,51,23
prod_00000361,pet_shop,49,2749,2,717,53,42,33
prod_00000362,informatica_acessorios,32,2727,5,1868,97,21,54
prod_00000363,esporte_lazer,58,467,4,1233,55,55,15
prod_00000364,telefonia,31,1520,1,245,22,52,6
prod_00000365,papelaria,23,2095,2,453,12,8,10
prod_00000366,construcao_ferramentas_construcao,42,872,2,3729,23,25,47
prod_00000367,construcao_ferramentas_construcao,47,2427,1,1020,31,23,49
prod_00000368,cool_stuff,73,941,5,492,42,47,35
prod_00000369,eletronicos,67,902,5,1586,56,51,40
prod_00000370,relogios_presentes,42,586,2,413,13,26,21
prod_00000371,cool_stuff,41,2100,1,1459,81,38,30
prod_00000372,telefonia,64,961,4,2515,15,30,41
prod_00000373,informatica_acessorios,46,2572,3,3137,47,20,23
prod_00000374,cool_stuff,62,1048,2,3969,92,55,28
prod_00000375,telefonia,77,314,4,1696,19,13,23
prod_00000376,informatica_acessorios,34,2501,2,6285,65,25,38
prod_00000377,telefonia,70,1781,1,5074,75,55,5
prod_00000378,eletronicos,62,1436,2,745,65,59,16
prod_00000379,relogios_presentes,55,2714,3,1257,82,48,30
prod_00000380,bebes,34,1779,5,6555,16,59,56
prod_00000381,telefonia,23,1353,1,1960,39,14,34
prod_00000382,esporte_lazer,58,2823,3,1787,45,47,39
prod_00000383,fashion_bolsas_e_acessorios,62,1478,4,607,42,40,18
prod_00000384,construcao_ferramentas_construcao,52,849,5,533,26,16,26
prod_00000385,fashion_bolsas_e_acessorios,42,2658,2,21986,87,16,54
prod_00000386,beleza_saude,23,1630,3,3435,55,51,47
prod_00000387,eletronicos,57,2150,3,1232,29,29,15
prod_00000388,moveis_decoracao,75,160,4,4330,92,7,38
prod_00000389,relogios_presentes,77,2260,1,2536,31,42,31
prod_00000390,agro_industria_e_comercio,40,1410,3,610,18,23,46
prod_00000391,papelaria,55,2413,3,474,49,58,49
prod_00000392,utilidades_domesticas,58,490,4,8379,80,8,17
prod_00000393,bebes,38,1185,2,1218,34,48,39
prod_00000394,perfumaria,77,576,4,2240,75,49,29
prod_00000395,moveis_decoracao,26,2490,3,1641,45,53,52
prod_00000396,papelaria,70,2490,3,1333,31,17,16
prod_00000397,relogios_presentes,26,2148,1,3362,23,51,47
prod_00000398,perfumaria,75,1420,1,2394,10,45,49
prod_00000399,automotivo,43,581,2,4060,97,19,21
prod_00000400,relogios_presentes,32,682,1,4008,63,51,43
prod_00000401,cool_stuff,42,1533,1,848,23,36,55
prod_00000402,moveis_decoracao,67,941,1,1808,67,57,31
prod_00000403,beleza_saude,70,668,2,1495,25,6,51
prod_00000404,construcao_ferramentas_construcao,32,921,2,2538,18,41,13
prod_00000405,beleza_saude,67,1141,3,3763,71,24,23
prod_00000406,automotivo,55,2263,2,1626,55,57,38
prod_00000407,moveis_decoracao,48,2134,1,1211,57,17,28
prod_00000408,informatica_acessorios,73,1090,2,1338,88,7,10
prod_00000409,papelaria,33,794,1,1156,17,30,19
prod_00000410,papelaria,33,2003,4,4908,19,56,54
prod_00000411,eletronicos,53,263,5,5901,25,19,22
prod_00000412,utilidades_domesticas,26,1298,3,3073,85,25,23
prod_00000413,cool_stuff,28,532,4,381,63,51,55
prod_00000414,telefonia,51,1890,3,1118,41,41,36
prod_00000415,brinquedos,62,731,5,7258,47,34,36
prod_00000416,agro_industria_e_comercio,64,2213,3,540,82,42,53
prod_00000417,utilidades_domesticas,38,1803,5,5265,51,28,52
prod_00000418,agro_industria_e_comercio,60,2158,1,488,95,44,55
prod_00000419,utilidades_domesticas,39,2707,4,7451,80,24,29
prod_00000420,construcao_ferramentas_construcao,64,2255,5,465,71,21,6
prod_00000421,moveis_escritorio,25,733,3,4955,52,22,44
prod_00000422,telefonia,44,2175,4,2318,94,20,57
prod_00000423,esporte_lazer,70,1235,1,747,54,30,41
prod_00000424,eletronicos,41,1878,2,614,24,17,46
prod_00000425,pet_shop,65,1466,5,2138,70,55,42
prod_00000426,fashion_bolsas_e_acessorios,31,2363,5,216,48,16,43
prod_00000427,relogios_presentes,70,1329,1,1631,57,23,35
prod_00000428,construcao_ferramentas_construcao,62,341,3,503,22,40,46
prod_00000429,fashion_bolsas_e_acessorios,73,968,3,572,89,30,44
prod_00000430,papelaria,75,2506,3,1630,32,51,35
prod_00000431,automotivo,31,2744,4,504,75,9,13
prod_00000432,cama_mesa_banho,39,2229,5,2600,31,18,23
prod_00000433,eletronicos,54,2619,2,4993,69,10,7
prod_00000434,telefonia,53,2448,2,1257,69,36,25
prod_00000435,telefonia,36,1109,4,2459,32,39,41
prod_00000436,cool_stuff,62,1948,1,1394,94,50,52
prod_00000437,eletronicos,57,1611,2,1219,28,31,13
prod_00000438,construcao_ferramentas_construcao,24,1384,1,1320,57,52,20
prod_00000439,telefonia,26,117,5,8351,40,5,7
prod_00000440,construcao_ferramentas_construcao,50,1916,5,4969,16,12,23
prod_00000441,moveis_decoracao,36,2836,3,1664,50,54,56
prod_00000442,construcao_ferramentas_construcao,21,2343,2,1060,49,9,56
prod_00000443,cama_mesa_banho,40,1785,5,1175,20,48,26
prod_00000444,eletronicos,60,280,5,599,22,32,58
prod_00000445,beleza_saude,30,750,5,337,94,11,21
prod_00000446,beleza_saude,67,2545,1,5629,18,17,41
prod_00000447,fashion_bolsas_e_acessorios,49,1552,5,10737,56,11,18
prod_00000448,pet_shop,67,745,2,2615,55,10,12
prod_00000449,beleza_saude,43,678,4,205,10,38,49
prod_00000450,eletronicos,28,559,2,349,57,27,10
prod_00000451,pet_shop,43,732,5,13719,67,45,34
